,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98
H4,-6.23398,-5.664546,-2.7015488,4.529742,-5.8734694,-5.7058625,5.049462,-7.4680862,0.60170984,5.5187488,2.9446115,-0.302188,-1.0662647,0.24752317,0.9652569,-1.5512681,1.1320472,-0.8684905,1.6897844,-0.6747417,-4.5441794,2.821919,-0.9600243,2.520075,-2.7263534,2.0718105,0.11881047,-3.3883023,0.53708094,1.0171552,-2.4437058,1.215691,1.308854,-2.8725262,-0.7130666,4.681188,-1.8088841,-1.2224033,0.052710295,-0.16900939,-0.05425224,-1.3610235,-0.6697854,1.3763785,-2.2941072,-3.9198833,-0.6713646,-2.482448,0.16007718,0.54878056,2.2783701,0.6148371,-1.6689044,-2.8089037,1.9439716,-2.5332916,-0.016330723,-0.775678,1.1395997,-1.2980987,-2.5827093,0.008422458,0.75165516,-1.0873016,-0.67854184,-0.9829221,-1.0251378,0.82388353,-0.91028976,-2.893363,2.086549,0.15449727,-0.2522272,0.22483847,-0.3160446,0.6343841,-0.08482168,3.2831485,-2.0248566,-1.1241455,-2.15637,-0.033109456,-1.4003873,2.3381643,0.7856184,0.40707523,2.2473624,0.6301471,1.0612628,0.65707356,1.8260827,2.9597137,0.6491714,0.5245749,-1.7226335,1.0094626,1.302587,1.0817525
H5,-3.9905112,-6.933134,-2.581256,6.5268245,-6.245811,-3.6445014,4.763546,-4.1528316,-1.9700528,0.95889,1.4807854,0.24906304,0.0852155,0.3381067,0.40111813,-0.92222524,-1.0178432,-2.14596,-0.42045262,-0.56731707,-0.86741537,0.39470217,-2.3720565,4.1793714,0.7360185,-0.06867793,1.9007711,-3.162665,-1.2462641,3.0750437,-0.082651034,-0.14177503,2.465643,0.6620853,1.6006339,1.6343539,-0.95864624,0.33139715,-1.0331111,-1.1525187,-0.58714193,-2.2217424,4.878686,0.5791462,-2.582563,-0.51275265,-1.1044701,-0.9566921,-0.53729755,2.308392,1.4539721,0.7007875,-1.6620151,-1.7900397,-1.2955394,-1.8171419,1.4093645,-0.12135823,0.66610503,0.6236183,0.17520985,1.0509741,1.9313294,-1.0382143,0.26960298,-0.64679116,-1.2795101,-1.192725,1.8127278,0.5582056,0.5805088,-0.2744325,-1.3000113,2.253308,0.49665093,0.59782064,1.0394311,-1.2644225,0.19606744,1.1895847,0.6148542,-1.1966108,-0.9516975,0.44285452,-0.69682086,0.4136549,-0.47749144,0.08888884,0.86820275,0.037838228,-1.2242981,-1.6022736,0.27109644,-1.293654,0.58000624,-1.4661262,-0.87271947,1.5134127
H6,-5.107909,-6.334051,-5.1338096,4.1181793,-6.0335817,-3.469448,5.7787013,-6.369261,4.6471105,4.9962974,0.8447778,2.3623457,1.8434087,-1.723377,-0.28157955,-5.4109597,-6.2015696,-0.0493256,-2.7467372,-1.8805392,-1.7165922,-0.7353025,4.6118627,2.2016776,-0.9722033,2.8750324,-0.7471017,1.7275925,4.040415,3.4318726,-1.0880643,-1.1917772,5.3684945,-3.1559656,4.078149,0.088621445,-5.424053,-1.5282034,-0.09770375,0.006267913,-2.52858,2.3317738,4.0220532,0.2779848,-1.7493058,-1.2463703,-1.657579,1.0697955,0.03152925,0.5986751,-3.2227297,0.5220617,-1.8290752,-0.023528352,0.97609794,0.42111066,-1.963104,-0.23421182,1.777237,1.1776941,1.9331908,1.9931053,1.058594,-0.22594291,1.3277537,-1.0023633,-1.8106105,-1.9534979,1.3406222,-0.7320112,3.1001563,-2.7690685,-1.9825432,-1.2494175,-0.82146734,-0.670717,1.4303577,2.1095316,-0.07520276,0.52235544,-0.4410623,2.8791602,-1.1773136,-1.1596327,0.9744004,-0.2532039,-0.013487327,0.73016286,-1.5713583,2.0742133,0.44617236,-2.7643902,0.16086386,0.4241928,0.8264333,1.9364734,2.2954185,-0.16964458
H7,-2.3334126,-7.1356306,-5.3863177,2.2707598,-2.3505642,-13.921379,0.19217601,-4.7716866,2.8733475,3.6904447,5.2724547,1.0566655,3.911509,-2.9831076,1.494779,-1.6658643,-0.3398045,-1.1932567,-2.3811746,-5.040903,-2.038695,1.8263055,-0.07272916,-1.0105308,-1.6864965,0.30825633,-0.41709873,-2.4100568,-1.4220432,7.3325214,-1.8903631,1.9867281,3.00553,-0.47850704,-1.7983572,3.409061,0.7948893,-0.8785467,0.7898859,-0.08122225,0.92410266,-0.35387653,1.2521663,-0.39617953,1.664585,-2.5233622,-0.1848549,2.395922,0.03651564,2.4913034,0.19797961,-0.5877274,-0.27789608,-0.83219796,1.6511524,1.7513686,0.273065,0.36581784,-0.17877516,1.8325238,-0.2991846,-0.23221795,1.6686766,-0.93411493,1.2039297,0.5927775,-1.1091231,-0.8758136,2.573775,0.15263739,0.7670876,1.9290211,-0.4825155,0.88992304,1.6828712,-0.1743317,0.37903324,-1.2423885,0.58274496,-0.84469765,0.9681422,-0.97985953,-0.12822305,-0.17287558,-2.5689058,-0.9564594,-0.6204358,0.017448284,1.3771483,0.523181,0.8634133,-0.00094183814,1.5068083,-0.35265824,0.8442706,-0.7082749,-1.2873386,2.221077
H8,-2.1388245,-6.9686275,-3.7830665,6.264499,-6.4485145,-7.2889304,3.5234628,-3.884926,-2.5160203,1.2264341,2.86535,2.1089103,1.2258109,-0.6356475,3.4170496,-0.63710624,-1.0166103,-1.7629777,0.08732199,-2.1898308,-0.486336,0.30161917,-1.072544,3.6018574,0.72134155,2.2229137,1.9820096,-3.0487537,-2.3953795,2.7002196,-1.1778886,1.0422899,0.8498342,-1.3543634,-0.2061863,2.347697,2.2093806,-0.12967293,1.1620954,-0.02695349,-0.37884787,-1.1066166,-0.813326,-0.47187784,0.45749146,-1.2373576,-0.7921938,2.1523035,0.93801963,-1.2837944,-0.28232154,-1.7683128,-0.20743707,-0.23640054,-0.38728863,-0.26709446,0.5210548,-0.09775804,0.40375656,-0.4579248,-1.4200685,0.2073318,-0.5231991,-0.08529075,-0.020488746,2.113117,0.4717236,-0.6576442,1.0836636,-0.48403603,1.7332529,0.7575676,-1.0690026,1.2111834,0.28098875,-0.94709754,-0.35539964,0.01353366,0.87526333,0.42644006,-1.7095133,-0.9988865,-1.568593,-0.802431,-0.50647944,0.4856154,-0.29733822,-0.14196901,0.5643938,0.41154015,0.7625191,0.39012668,-1.300766,1.1224645,0.81672263,-0.05019789,0.015247894,1.2491213
H9,-7.6567273,-4.6317053,-5.2363033,2.8446994,-3.2017553,-5.742069,6.305204,-8.767193,5.4441514,8.294053,-2.023671,-2.6866884,-3.8725948,2.4723544,-1.4505172,1.6111447,-1.5283891,-2.8891196,-1.5898869,-4.301073,-0.21149915,-4.087692,0.84625673,1.8100768,0.18433517,2.862902,1.4593474,0.34856796,3.9698994,-1.5945249,-4.833513,2.8120108,0.56278414,-1.0892236,4.905468,-1.1836723,-4.1349087,-0.84627056,1.8819386,-1.6753037,1.1096033,-5.7061367,2.818288,1.172577,2.5275414,-2.9850292,-5.4945965,2.4416738,0.37936196,-0.22416846,-1.8745334,-1.0343069,-0.18642074,1.2214239,1.7676909,-0.7857939,1.8157201,0.6748756,-1.4084225,1.6589153,-2.242561,2.1519547,0.5360404,-1.972486,0.13571332,2.26267,1.0356328,-0.29098445,0.9997621,1.3045101,1.0452453,-0.6889088,-1.304477,-1.1244583,0.9856735,-0.783168,0.6381309,-1.7688729,1.9022859,-0.95269305,0.058001127,0.4355612,0.5200487,0.8062729,0.2956897,-0.4471242,-0.5877764,-0.36024085,1.3683779,0.66013056,2.244482,0.6692103,-0.89007294,-1.7755076,2.1864023,-0.47245505,0.009096923,2.008719
IT11,-3.288468,-7.44829,-6.1251082,5.7531924,-3.3078547,-0.10785899,4.0929203,-3.1288385,-2.5684903,2.6387515,2.8628452,-1.8632205,-3.8150532,-1.5416377,-4.1993046,-0.5147541,-0.45320728,-3.5294158,-0.85199976,-3.0371866,-0.46147674,-0.7498535,1.7426438,6.008937,0.1609003,4.515627,-2.34042,0.2701459,-4.0219665,2.0122159,-5.1394444,0.5841634,-1.6749065,0.011046993,3.4325783,0.33953044,0.040425383,-0.94410235,-0.12414924,2.6173844,0.17068672,0.76324034,1.429866,1.9726343,-0.8724397,2.099306,-0.8901596,0.53146863,1.5199383,-1.6418935,1.9098991,0.74522024,-0.8561822,0.80720186,-2.089976,-1.1391177,-0.5745444,0.0427837,2.049401,-1.6011292,-0.6416972,1.1566209,-0.59770286,1.3447486,-0.53654766,1.5278827,0.19054785,1.9490579,0.62779826,1.9533765,0.6189246,-1.2803004,-1.5670006,1.8129169,1.5064807,1.0522423,-0.07116761,0.7805265,-0.39052555,1.8091125,-1.5607017,-0.7170476,0.7120091,0.08902143,0.8403888,2.7171638,0.10918842,0.31474632,1.7305632,1.7284861,-0.3538425,-1.8294883,-1.7600383,0.29153252,-0.24094738,-0.91541415,-0.19033384,-0.11216265
IT13,-6.131179,-3.4850194,-5.092411,6.2556734,-4.2160244,-1.4394338,2.2752483,-5.987371,-4.426894,-0.68289876,-0.44465148,1.468908,-5.26477,1.5309114,1.1752436,0.80391663,2.039001,-5.4993334,-1.1727407,1.810044,0.5737882,-3.5299923,3.3599498,-3.8535233,0.48897693,4.3628516,0.014750192,-0.9317972,2.1198645,2.5146413,-2.04542,-0.72226506,1.5294183,-0.4105298,-0.16587858,1.7385079,-1.7387495,0.79003257,1.2943895,1.2232878,0.043081477,2.695313,1.5878109,0.9327446,-0.118606135,-0.37061253,0.2568207,1.7908052,-0.041821603,0.3703158,-0.1479104,-1.5761017,0.10737985,0.77689064,2.1412566,2.4209204,0.0033568845,2.1162932,-0.4564312,-0.92891246,0.16711111,1.0821055,-1.3363276,1.8529371,-0.8746981,0.6226217,0.5898396,2.4124463,0.62322956,-0.06678419,-0.67841214,0.6610979,-1.2076128,-0.22497752,1.5702398,0.856874,0.014431689,0.8429529,1.7725556,0.68932027,-0.37815568,-2.4765606,0.48198128,-0.024287777,2.2444048,-0.8662099,0.39796522,-0.6755856,1.0882075,0.32006133,0.20793663,0.8599654,0.21786582,-2.9469826,-2.5817776,-0.09081789,-1.4400121,-1.9542215
IT14,-5.5007973,-4.3907924,-5.144343,6.054953,-4.184138,-2.0021827,1.5306182,-5.201874,-3.8062904,0.15845181,3.3139708,2.2004442,-5.7860813,1.4292774,1.82275,0.8139128,0.48167884,-5.494205,1.7210717,0.81252164,0.5572982,-1.4549613,1.2660724,1.6226963,-0.9250985,2.1269534,1.3497244,-1.3070289,0.87221485,1.7254206,-2.469974,-1.9070174,-1.3093342,-0.94181705,-0.9509682,1.3371036,-2.0550485,1.3754846,0.48058,3.605753,1.343863,1.1112984,-1.7904642,0.9426647,-3.5970857,3.9193552,-2.935629,-0.23079702,0.3090803,-2.956542,-0.63751847,-0.14621986,-2.7116356,-1.4954166,-2.6670098,1.7035952,-0.33262673,-1.5584404,2.1692643,0.60248137,-1.379211,0.17178924,-2.2369084,-0.8819798,-0.5395275,0.5213785,0.29361913,1.7560047,1.0849327,-2.2951071,0.3599084,1.6633015,0.43248436,-0.2566541,1.9447037,-1.8360517,-0.92239803,1.422403,2.1697361,1.3131809,0.58926135,-2.4543917,-2.9240408,-1.624963,-0.18031688,0.05033046,-1.0640054,-0.5352088,0.7814298,2.6244583,-0.8121783,-1.1259285,-1.0725027,0.042460456,-1.5073478,0.24363646,-0.55203545,1.1920145
IT1,-8.41989,-4.248076,-1.2748151,7.540435,-6.61214,1.2866815,2.0585623,-5.503434,-3.982019,1.3119364,-3.0624363,0.43925473,-2.1556332,3.4971416,3.5792992,-1.9849528,-3.0091705,-6.474696,3.4248204,1.0826428,2.0644147,-2.410866,0.5128816,2.990799,-1.3496568,2.5949795,-0.20569469,0.843533,2.5608802,2.4111633,-0.56217736,-3.061283,2.384256,1.038939,2.1073592,-0.48472825,-0.80796784,2.5001807,-0.71423066,-0.50440294,0.43617305,0.12322822,0.14583507,-2.0629,-1.4686867,0.8477483,-1.5572588,-1.5930716,4.154767,-2.3370178,1.6116283,-0.03228485,-0.9386016,-2.7815678,2.8860638,1.0489285,1.6222917,-1.2975092,2.1046097,0.6373564,-0.13894013,-0.6221189,-2.243799,1.542484,-2.0247462,-3.2121565,-0.46887845,1.8262838,0.8091296,-1.1953722,1.6874038,2.1787243,0.887974,0.33202478,-0.28777364,-1.2219155,0.84959656,1.7473356,1.2350236,0.092746906,-0.12820362,-0.7176332,-0.734204,0.6834164,0.54090565,-2.9131792,0.356409,2.5031805,3.1148913,2.2036994,0.88565254,1.423624,0.94145423,0.23813063,-1.185146,0.8569422,0.24843562,-1.0395341
IT2,-13.72987,2.225597,-3.9113703,0.48402533,1.3776859,9.601897,0.51415175,3.0788167,-5.128574,3.1798708,4.8844028,-1.6470057,-7.1282535,1.2041954,4.042773,5.714127,-4.0411773,-5.7038484,-4.216585,5.624564,2.1585681,2.8810782,0.029196411,3.4644887,-0.28690156,0.135964,-1.9275073,3.1657283,0.61505073,-3.3850658,-3.3262656,-0.63882375,-1.9911872,2.7697053,-2.6232991,1.4735795,-1.7930176,-0.15144864,-0.59421015,-0.43726423,-0.38076928,0.07056501,-2.177523,0.9233419,-4.1603003,3.4110584,-0.7185588,-0.40627608,-0.38059264,-0.8426247,1.3312271,0.80781513,-2.6019998,-3.4601433,-3.2948494,-1.8043205,-1.0519834,-1.7470987,2.1646783,-3.0742185,1.9649372,0.46064338,3.4037163,-0.016910078,1.5833948,-0.025641274,-0.05354452,-0.60235864,-0.6171894,-1.1399946,-2.1523638,-0.5747788,-0.8041037,-1.3263313,1.483456,-1.0724651,1.4475945,1.2653507,1.5588176,0.16601568,0.42263553,1.9077643,1.1542057,0.49430174,-2.3082948,2.6325672,-1.9070973,-0.43401176,-0.13081942,0.11196427,-1.6843407,-0.31163076,-3.0770845,-0.49462262,0.56277263,0.19603212,2.0890093,-1.2429333
IT3,-16.563816,3.3745983,1.9788479,0.122575924,-0.7357742,3.086618,-0.48172426,2.7031705,-2.8814645,-1.5995644,-1.5781819,0.58184004,-10.482895,4.056849,0.18514462,5.0328,-5.6704664,-1.913023,4.466309,-3.1720483,1.3384895,-0.66005814,0.53894424,2.7614627,-0.4545289,-1.8015519,0.95874685,-2.7194622,2.8290217,-0.7980653,-3.4810867,-0.3026987,-3.5079713,-2.635796,-0.98448956,-0.68196845,-0.20428947,1.4288974,-2.2829583,2.3649387,1.9825385,5.4705577,2.380041,2.340258,-0.5309356,-0.62082404,1.1146307,3.473234,4.425104,1.5208286,1.3968368,3.5294204,-0.5774829,2.2506037,0.7678395,-2.831989,1.6120843,-5.270018,0.549203,-1.5556494,1.1036853,-2.5991764,-4.061792,2.603513,-3.9228427,0.5399743,1.9004793,0.93803203,-0.18855405,0.57797325,4.0070715,0.82607543,-0.77536356,-2.7894723,3.6098487,1.55004,-0.38423938,0.14550626,0.7229108,-1.8858241,0.3772267,-1.8930423,0.86006457,0.35938352,-0.98832893,2.7507088,-0.2866866,-0.20707853,-1.879796,-4.9194584,0.76064765,0.6326248,-2.3245976,-0.8680725,-2.386965,-2.0618355,2.5674756,-0.06330492
IT4,-8.945387,-2.0784352,-1.5117127,4.428918,-6.9592385,-4.520562,5.487959,-6.769496,-2.207611,0.9621308,-0.44441578,-3.9810274,-2.2100854,6.270963,0.32019693,3.0132613,1.5139892,-0.9292328,1.8026757,1.5279005,0.40061435,-1.6082009,0.10987484,-0.6991739,-1.0762346,4.27139,0.5834266,0.19247088,-1.7665021,3.6595724,-1.1728593,-0.80923283,2.7146137,1.0498827,-0.50800717,0.6439931,-1.3109311,0.7360996,3.2069056,0.072846666,0.35368398,-0.06744498,1.6698859,2.021717,1.0650731,-0.88665766,-0.2586438,0.98909116,-1.1944501,1.0944549,0.7140707,0.026366342,0.565893,2.7105455,0.39773953,0.34447408,0.3755682,2.2195349,0.20145677,0.091569796,2.1197066,1.0162363,1.2447728,-2.0195193,-0.3850305,-1.6245294,0.6944543,-2.5265865,0.9662642,-2.2523417,-2.463818,3.4058905,1.388382,1.0962218,1.5898551,0.360105,1.687696,1.8901347,-1.5092347,-0.6099942,0.9280225,0.13834436,1.0021302,-0.33082065,-0.55496866,0.21421923,0.45646653,-0.7420449,1.5027909,-0.3894339,0.35470384,-0.23552285,-1.1598349,0.5939034,-0.5399389,0.90024644,2.6512873,1.7854811
IT5,-15.749949,5.887508,-2.3481493,-1.7962923,-1.9069386,0.5283554,3.6543472,-7.2086234,3.613864,0.9111991,-0.7392489,2.383765,3.6167307,8.43291,7.278116,6.4551353,0.6930619,1.7652491,-0.8583615,-1.7915808,-1.3546586,2.5375652,1.1278102,-7.7015214,-5.0610576,-2.369901,-0.8805032,-0.67074025,0.2575755,-0.5743824,-0.96612746,1.1389682,-1.6027693,0.7147838,-0.2696081,3.2374551,0.13892312,0.05198891,0.34496194,6.593276,-0.97465473,-4.0089498,-0.89484036,-1.8613162,0.82455325,-2.1611032,0.51968825,-2.9906688,-2.1886208,-4.03585,-0.097129755,3.574139,-0.33618176,3.7561326,-1.3421385,-0.6867356,2.3382504,-3.7817209,-1.5555204,-4.0385847,-3.5514488,1.7530588,1.5117822,-0.7124384,0.07106335,1.6108543,-1.6787434,1.9509395,-1.7940217,-6.6104913,-1.0937362,0.3819975,0.6979782,0.30756387,0.7865146,0.109682456,2.059993,-1.049607,-1.0500165,1.4734077,1.1861149,-1.2679217,0.3763743,-3.428838,-5.742703,-1.8638666,0.02609875,-0.34118828,1.8634646,1.2053545,-3.6383703,-1.904981,0.2334007,2.5215993,-0.8343819,0.7316975,1.876883,-0.7219019
IT6,-17.879515,4.892576,1.8681971,-0.851622,4.2351785,6.306093,1.5599945,3.6226869,-1.4728681,0.85775155,2.9036345,-4.546153,5.7228985,3.8040216,4.2031827,3.7360168,-5.353906,-2.1253138,-0.9328778,-4.203556,-1.49198,-0.5075757,-1.6336236,-5.85677,0.7002633,1.6193358,-5.3246775,-1.123376,1.2274249,3.0234053,2.2686064,0.6945956,4.5768437,-5.1812935,-1.4811783,-0.9145476,-0.51058346,1.7456977,1.6481569,-2.9436905,1.2769045,5.2244005,-1.05708,0.040968623,-2.78794,-1.4620284,4.01628,0.7742807,3.2392094,3.2646937,-0.16223986,-2.231674,-1.4195255,-4.077413,-0.5637238,-3.1623101,-4.242102,-1.7156743,1.3334018,-0.46169376,-4.3955355,3.3961058,-2.7651591,3.070431,-1.8114157,-4.006709,1.1048977,0.46905938,-3.3724787,-3.1298523,-0.24909261,-1.432236,0.4965856,-1.5020051,0.83671343,0.12604456,-0.8053784,-2.0875156,-0.34836727,2.728393,0.6679286,1.5000191,1.0359365,-6.691758,-0.9524979,-0.44756567,0.8663325,0.16650847,-1.6278651,-0.22685295,-3.4001856,3.9366925,1.3159256,1.9238582,0.53975755,-0.6639572,-2.8906684,-0.023609212
IT7,-7.109661,-4.668922,-4.8947687,5.991667,-2.373353,-0.20865722,3.010317,-6.068767,-0.49758354,0.12418271,-0.16337626,2.7584746,-9.485388,-2.1811433,-1.9052463,-2.6570048,-0.6821735,-1.2850475,4.508285,-0.97283524,0.87646073,-1.9197407,0.34435013,1.8840125,-2.3582983,2.0693862,-0.33589342,-1.3112204,1.1690571,1.9458894,0.031817146,-1.403034,1.8537385,0.5794405,0.6153395,-2.8635907,-1.133547,0.6135959,-1.4137427,4.303816,1.4216323,1.2194853,-2.6268322,1.5630374,-2.042657,-0.6027613,-2.4304192,-0.43228126,0.11864273,3.3648753,0.26066172,0.13879797,-0.8073432,-0.45938867,-0.8866454,0.5189496,1.5109422,-3.2065148,0.7069212,0.60654926,0.5565737,-0.6862064,1.0558957,-2.4669213,2.4023812,-2.56222,1.7284944,-0.28421304,4.249256,-1.165848,0.49840045,1.1280619,-1.0178928,-0.11088157,1.9067986,0.10781581,-1.4305285,3.380646,-0.14451359,-1.0221817,3.241557,-1.4576647,-2.2627807,-1.1494346,0.6673045,1.619102,1.5281336,-1.8488584,0.6790274,0.7637234,1.4887567,-0.3904703,-1.8124927,0.6622426,-0.8114439,-0.28563914,-1.1331412,1.0328913
IT8,-3.1185348,-7.8366327,-6.468531,7.300961,-3.2787185,1.4268711,3.0480714,-5.517753,-3.929829,0.6649778,1.2313887,-0.49949014,-4.716962,-0.7651762,0.14496222,1.8825822,-1.0481938,-2.7090783,-0.87678546,-0.97142935,-0.2647326,0.53194445,2.4311252,1.8187382,-0.46135044,2.7449567,-0.3332752,-0.13056314,0.7330945,2.3860285,-1.8136775,-0.15273707,0.8027835,-1.354234,3.0274484,-1.7635318,-0.6214632,-0.56551796,-1.3839524,-0.44510475,0.22613291,-1.1767312,-0.21865223,-0.008317375,-0.9760792,-0.77850133,-0.55736345,-0.16223583,0.042519826,-0.14022914,0.20572384,-1.1928067,0.9744425,-1.953587,0.7810666,-0.7768777,-0.120915234,-0.42771336,2.4097068,-0.18333498,-1.587032,-1.5879873,-1.4610616,2.0729175,0.95504063,-1.8651711,0.45877942,2.4450777,0.87007666,-0.6210972,-0.33482596,0.17458147,-0.13363507,-0.6978743,1.3480399,-0.30243728,-1.7737044,2.7092557,0.8385126,0.9722824,-0.650256,-1.8129939,-1.1027176,-0.9297867,-0.009237666,3.4768937,0.5738498,-1.5088464,1.7908242,1.5994838,1.4837301,2.0460865,0.5407185,-0.85547966,-2.8088794,-2.0027063,-1.6888311,0.4117704
MH0002,-18.118576,5.1152477,3.2221687,-1.4826274,0.06609334,6.297602,1.0817888,9.349978,-3.9799347,3.56939,5.0195484,-0.6399611,4.93055,0.5844347,-2.4098527,2.4476113,4.131313,-1.0615071,-4.36439,-5.8326755,5.736196,-2.3421726,2.6728048,3.0225031,-6.237965,0.65468425,1.0900816,-1.6783934,-3.0450697,4.0411325,-3.4537559,1.0834825,-0.95385027,-0.51624656,1.5382152,-0.47309437,3.731903,0.58036375,2.9918442,-2.258241,-2.64582,-1.0517906,-1.1102206,4.4466805,-1.5560423,4.1954393,-1.5509876,-3.7992406,2.1571271,-5.9045434,-0.81997156,-2.3398452,-4.583711,2.7570179,2.6954753,2.3928995,-0.10188493,-1.8713869,0.69263935,2.2742977,4.4546595,1.2110567,-2.4335093,-5.434129,-2.3965416,1.9254385,1.1879499,-0.0016885282,-2.0817075,0.7367097,-0.17569496,-0.38818493,-2.702369,1.4173241,-0.95968103,1.5266702,4.6947207,-0.8073243,0.48827237,-0.18169364,1.295564,-0.79254323,2.79522,4.9949164,-1.4865623,0.09671836,3.3562548,1.3625277,0.022695675,-1.8740547,0.06136752,0.84589714,0.54912984,-1.1066241,-2.8810537,1.780644,1.4382951,2.308564
MH0003,-17.219122,8.810428,-1.9232285,-1.3410088,7.6968527,6.060871,-2.4200826,2.4057748,-1.0109949,-9.201525,6.058876,2.3112226,4.2739587,-0.6559321,-11.208538,-2.3872557,-0.93706095,0.8582799,5.963936,-6.554102,2.4855514,-2.9760213,0.4285308,1.8052844,0.023379978,-1.907995,2.2882335,-3.0471601,-5.073198,-2.146995,-1.6329944,-8.483909,-6.72908,0.5483819,4.0856047,-0.8741229,3.8920255,3.813764,0.93972343,3.5961134,-0.3590349,1.2829423,0.8947595,3.4986787,0.637129,2.0125394,2.325674,-5.4929624,4.0088673,-3.9604359,3.506046,-4.290094,-0.39215422,-0.020521441,1.1858875,-1.013263,0.91707915,-2.0132506,2.581856,-1.3965886,1.3627696,-1.1002197,3.4043918,4.2524767,0.60273796,-4.9718432,-4.444917,-2.2906327,2.550856,-1.7038251,0.07080311,-1.979219,-0.8159741,0.26218468,-1.1889997,1.4059498,-1.696158,2.0598874,1.9728525,1.5694366,4.4612255,-0.61722606,1.3036081,1.200609,-1.9224962,-0.76568407,0.5982217,0.4328868,-0.6997499,0.8578375,0.99466264,3.020855,-1.915463,0.5981378,1.2307769,-2.8939147,0.83547497,-1.9932612
MH0006,-19.218302,8.176706,0.7247104,-0.52421385,-4.9017572,2.7158606,10.726095,0.47410804,6.7831535,-1.5686961,-1.8718978,4.768554,1.1300648,-5.44017,-4.277648,-9.421273,-4.8744564,4.285763,-5.9559937,-0.041461717,-0.93428624,-6.015329,-5.2853007,3.0105898,-0.40955248,-1.5445868,-6.363804,0.24850367,-0.6499625,5.4437876,7.248748,-1.7546453,-6.5723433,0.35098305,-3.4629295,6.4256296,0.6943119,3.0770943,0.69015336,-3.6315765,1.8989121,-0.5476344,-1.0822233,-1.6976434,0.42098004,-2.4229903,5.1924863,-4.6337748,2.010339,-1.2388166,2.3326263,-6.647408,-2.9522727,-6.124741,5.377638,-5.428499,-1.2815804,2.727412,-5.6356077,-6.997435,-2.3729422,3.6820984,-0.6249816,-5.037392,-2.8793926,2.9416356,3.2335122,4.127591,3.427711,-1.6681496,0.65838593,3.4383025,-0.48730525,-0.52680624,-0.67357934,1.6951326,-3.1045122,-3.6708505,3.949773,1.2164804,1.7345868,2.2479658,-0.6861234,4.535808,0.99218065,0.1239951,1.0296285,4.774446,-2.366982,5.0884495,-1.7626462,2.5566905,-0.37242547,3.8531146,5.087601,0.50355226,2.2397344,3.1512046
MH0009,-17.91334,6.4066997,-1.8683096,-3.444965,0.451363,3.4642377,8.310362,-0.22241113,8.643036,4.5079613,9.151788,-0.87469786,3.5772152,-2.2309904,-3.861566,0.7458322,5.274842,1.2129669,-1.8967724,2.207456,-5.10596,-0.2575952,-1.140878,-3.132241,-5.4465127,-3.8083339,0.5762706,2.0276186,-0.80229366,-2.4491162,2.0011384,0.80837184,4.8839746,2.0085878,-1.9249997,3.3991528,1.5758542,-1.6254228,-4.650299,0.9328026,-0.73082083,1.9048365,0.68109375,-0.09491682,0.14497994,-1.93076,3.8223116,0.8173143,2.1334307,4.717001,0.17455362,1.7454855,-1.8581759,-4.280797,0.711834,0.30906734,-0.5855989,2.2609854,0.04679821,-1.2067659,-0.97192013,-2.8006387,1.5559263,-3.1331172,2.15045,4.2546306,-5.303451,-1.4508971,-5.3348346,-2.5028393,-0.6433858,1.6412449,0.1026782,-0.67299134,-0.70207787,-2.420808,1.0548912,4.0069256,0.0046780407,0.2145776,2.2409122,-1.3962522,-2.034966,2.3536017,-3.6862674,-1.0631063,0.9922957,2.8792953,0.3842596,2.031529,0.28371587,-0.95080584,2.9079006,-1.6294236,-1.8650647,-0.8333967,-2.4874265,-0.17379183
